id,manufacturer,name,certification_id,assurance_level,certification_date,archived_date,remark
1254,北京艾科网信科技有限公司,"ACK ID 网管平台 A1000 （ V1.0 ）",CNITSEC2008TYP627,NULL,2008-3-28,NULL,NULL
1255,上海铭创软件技术有限公司,"铭创证券交易通讯中间件（ V4.0 ）",CNITSEC2008TYP628,NULL,2008-3-28,NULL,NULL
1256,浙江核新同花顺网络信息股份有限公司,"核新 SSL 安全代理系统（ V1.96 ）",CNITSEC2008TYP629,NULL,2008-3-28,NULL,NULL
1257,北京盖特佳信息安全技术股份有限公司,"网杰安全隔离与信息交换系统（ V3.0 ）",CNITSEC2007TYP610,NULL,2008-1-10,NULL,NULL
1258,长沙博华科技有限公司,"博华网龙 ASIC 芯片高端防火墙系统 YG-FWS-S4000 （千兆 /V1.0 ）",CNITSEC2007TYP611,NULL,2008-1-10,NULL,NULL
1259,联想网御科技（北京）有限公司,"联想网御入侵防御系统（ V3.0/ 千兆）",CNITSEC2008TYP612,NULL,2008-1-15,NULL,NULL
1260,中兴通讯股份有限公司,"统一安全防火墙（ ZXSECUS/V3.0/ 百兆）",CNITSEC2008TYP613,NULL,2008-1-15,NULL,NULL
1261,北京中软华泰信息技术有限责任公司,"HuaTech 网站防护系统（ V1.0/ 百兆）",CNITSEC2008TYP614,NULL,2008-1-15,NULL,NULL
1262,四川川大能士信息安全有限公司,"能士防火墙（ V4.02/NESEC110/ 百兆）",CNITSEC2007TYP588,NULL,2007-11-2,NULL,NULL
1263,四川川大能士信息安全有限公司,"能士安全 VPN 系统（ V2.00/NESEC300 ）",CNITSEC2007TYP589,NULL,2007-11-2,NULL,NULL
1264,北京神州绿盟科技有限公司,"绿盟冰之眼网络入侵检测系统（ V3.0 / 千 兆）",CNITSEC2007TYP590,NULL,2007-11-2,NULL,NULL
1265,北京神州绿盟科技有限公司,"绿盟极光远程安全评估系统（ V3.0 ）",CNITSEC2007TYP591,NULL,2007-11-2,NULL,NULL
1266,北京中天航信科技有限公司,"天信安内网终端安全管理系统（ V4.1 ）",CNITSEC2007TYP592,NULL,2007-11-2,NULL,NULL
1267,中国互联网络信息中心,"中文上网官方版软件 2.6.0.0",CNITSEC2007TYP593,NULL,2007-12-5,NULL,NULL
1268,四川汇源网络安全技术有限公司,"汇源主机监控与审计系统 LPS (V2.9)",CNITSEC2007TYP594,NULL,2007-12-5,NULL,NULL
1269,中国长城计算机深圳股份有限公司,"世恒 S 安全电脑（ V2.0 ）",CNITSEC2007TYP595,NULL,2007-12-5,NULL,NULL
1270,上海天存信息技术有限公司,"iGuard 安泰网页防篡改系统（ V2.0 ）",CNITSEC2007TYP596,NULL,2007-12-5,NULL,NULL
1271,华为技术有限公司,"Eudemon 百兆防火墙（ V3.3 ）",CNITSEC2007TYP597,NULL,2007-12-7,NULL,NULL
1272,华为技术有限公司,"Eudemon 千兆防火墙（ V3.3 ）",CNITSEC2007TYP598,NULL,2007-12-7,NULL,NULL
1273,联想网御科技（北京）有限公司,"联想网御入侵检测系统（ V3.2/ 百兆）",CNITSEC2007TYP599,NULL,2007-12-10,NULL,NULL
1274,北京天融信科技有限公司,"网络卫士防火墙 NGFW4000 （百兆）",CNITSEC2007TYP600,NULL,2007-12-10,NULL,NULL
1275,北京天元龙马科技有限公司,"终结者网络安全系统（ V2.0 ）",CNITSEC2007TYP601,NULL,2007-12-10,NULL,NULL
1276,华为技术有限公司,"USG 百兆防火墙（ V3.3 ）",CNITSEC2007TYP602,NULL,2007-12-19,NULL,NULL
1277,华为技术有限公司,"USG 千兆防火墙（ V3.3 ）",CNITSEC2007TYP603,NULL,2007-12-19,NULL,NULL
1278,北京启明星辰信息安全技术有限公司,"天清汉马 USG 一体化安全网关（ V2.6/ 百兆）",CNITSEC2007TYP604,NULL,2007-12-19,NULL,NULL
1279,北京启明星辰信息安全技术有限公司,"天清汉马 USG 一体化安全网关（ V2.6/ 千兆）",CNITSEC2007TYP605,NULL,2007-12-19,NULL,NULL
1280,福建省海峡信息技术有限公司,"黑盾防火墙（ V3.5/HDFW/ 百兆）",CNITSEC2007TYP606,NULL,2007-12-19,NULL,NULL
1281,北京瑞星信息技术有限公司,"瑞星防毒墙（ RSW-2.0/ 千兆）",CNITSEC2007TYP607,NULL,2007-12-19,NULL,NULL
1282,北京握奇智能科技有限公司,"金融票据数字鉴别设备（ FNAD V1.0 ）",CNITSEC2007TYP608,NULL,2007-12-19,NULL,NULL
1283,太极计算机股份有限公司,"太极防火墙（ V2.0/ 千兆）",CNITSEC2007TYP609,NULL,2007-12-19,NULL,NULL
1284,成都三零盛安信息系统有限公司,"鹰眼网络入侵检测系统（ NIDS100/V3.2 ）",CNITSEC2007TYP565,NULL,2007-9-12,NULL,NULL
1285,联想网御科技（北京）有限公司,"联想网御安全管理系统（ V3.0 ）",CNITSEC2007TYP575,NULL,2007-9-7,NULL,NULL
1286,联想网御科技（北京）有限公司,"联想网御内网安全管理系统（ V3.0 ）",CNITSEC2007TYP576,NULL,2007-9-7,NULL,NULL
1287,北京水木同正网络技术有限公司,"中华箭—综合网络安全检测评估增强系统 (V2.0)",CNITSEC2007TYP577,NULL,2007-9-7,NULL,NULL
1288,杭州华三通信技术有限公司,"H3C SecPath T200(IMW110) 入侵抵御系统（百兆）",CNITSEC2007TYP578,NULL,2007-9-7,NULL,NULL
1289,北京和勤新泰技术有限公司,"和勤安全隔离与信息交换系统（ HG-V8 ）",CNITSEC2007TYP579,NULL,2007-9-7,NULL,NULL
1290,成都卫士通信息产业股份有限公司,"中华卫士百兆防火墙（ V2.1/WFW-FW-B ）",CNITSEC2007TYP580,NULL,2007-9-12,NULL,NULL
1291,成都卫士通信息产业股份有限公司,"中华卫士千兆防火墙（ V2.1/WFW-FW-B ）",CNITSEC2007TYP581,NULL,2007-9-12,NULL,NULL
1292,北京国信博飞科技发展有限公司,"PMS 统一权限管理服务平台 V3.0 （ PMS-3000 ）",CNITSEC2007TYP582,NULL,2007-9-25,NULL,NULL
1293,北京和勤新泰技术有限公司,"和勤防火墙（ Hinge － Firewall/V3.1/ 百兆）",CNITSEC2007TYP583,NULL,2007-10-18,NULL,NULL
1294,中网通讯网络有限公司,"中网 IP 防火墙（ V1.0/ 千兆）",CNITSEC2007TYP584,NULL,2007-10-18,NULL,NULL
1295,江苏南大苏富特软件股份有限公司,"苏富特百兆防火墙 SoftWall4000(wph2.0)",CNITSEC2007TYP585,NULL,2007-10-18,NULL,NULL
1296,江苏南大苏富特软件股份有限公司,"苏富特千兆防火墙 SoftWall8000(wph2.0)",CNITSEC2007TYP586,NULL,2007-10-18,NULL,NULL
1297,泰天金诺科技（北京）有限公司,"锁域文档安全管理系统（ V1.5 ）",CNITSEC2007TYP587,NULL,2007-10-29,NULL,NULL
1298,中国移动通信有限公司研究院,"中国移动移动代理服务器（ MAS08V100 ）",CNITSEC2007PRD005-EAL2,EAL2,2007-9-7,NULL,NULL
1299,中国移动通信有限公司研究院,"中国移动移动代理服务器（ MAS09V100 ）",CNITSEC2007PRD006-EAL2,EAL2,2007-9-7,NULL,NULL
1300,深圳市中兴集成电路设计有限责任公司,"接触式智能卡芯片 Z8H64D40CP",CNITSEC2007PRD022-EAL4,EAL4,2007-10-18,NULL,NULL
1301,联想网御科技（北京）有限公司,"联想网御防火墙 V3.0 （千兆）",CNITSEC2007TYP559,NULL,2007-7-9,NULL,NULL
1302,联想网御科技（北京）有限公司,"联想网御安全网关（ V3.0 ）",CNITSEC2007TYP560,NULL,2007-7-9,NULL,NULL
1303,北京天融信科技有限公司,"网络卫士安全审计系统（ V2.0 ）",CNITSEC2007TYP561,NULL,2007-7-9,NULL,NULL
1304,北京天融信科技有限公司,"网络卫士入侵检测系统 TopSentry2000 （ V1.0 ）",CNITSEC2007TYP562,NULL,2007-7-9,NULL,NULL
1305,北京天融信科技有限公司,"网络卫士入侵检测系统 TopSentry3000 （ V1.0 ）",CNITSEC2007TYP563,NULL,2007-7-9,NULL,NULL
1306,联想网御科技（北京）有限公司,"联想网御防火墙 V3.0 （百兆）",CNITSEC2007TYP564,NULL,2007-7-13,NULL,NULL
1307,北京同方信息安全技术股份有限公司,"NetDT 网络入侵检测系统（ V2.0 ）",CNITSEC2007TYP566,NULL,2007-8-29,NULL,NULL
1308,北京同方信息安全技术股份有限公司,"紫荆盾 NetST 防火墙（ V3.0 ）",CNITSEC2007TYP567,NULL,2007-8-29,NULL,NULL
1309,北京天融信科技有限公司,"网络卫士入侵防御系统 TopIDP2000 （ V3.0 ）",CNITSEC2007TYP568,NULL,2007-8-1,NULL,NULL
1310,北京天融信科技有限公司,"网络卫士入侵防御系统 TopIDP3000 （ V3.0 ）",CNITSEC2007TYP569,NULL,2007-8-1,NULL,NULL
1311,上海方正信息安全技术有限公司,"方正综合安全网关（ V2.0 ）",CNITSEC2007TYP570,NULL,2007-8-1,NULL,NULL
1312,上海华宇电子工程有限公司,"华宇分布式企业网协同安全监管系统（ V2.0 ）",CNITSEC2007TYP571,NULL,2007-8-1,NULL,NULL
1313,上海华依科技发展有限公司,"华依防火墙（ V7.10.0/HY － F2000+ ）",CNITSEC2007TYP572,NULL,2007-8-1,NULL,NULL
1314,沈阳东软软件股份有限公司,"NetEye IDS 百兆入侵检测系统（ V2.2 ）",CNITSEC2007TYP573,NULL,2007-8-20,NULL,NULL
1315,沈阳东软软件股份有限公司,"NetEye IDS 千兆入侵检测系统（ V2.2 ）",CNITSEC2007TYP574,NULL,2007-8-20,NULL,NULL
1316,中国移动通信有限公司研究院,"中国移动移动代理服务器（ MAS06V100 ）",CNITSEC2007PRD001-EAL1,EAL1,2007-8-1,NULL,NULL
1317,中国移动通信有限公司研究院,"中国移动移动代理服务器（ MAS01V100 ）",CNITSEC2007PRD001-EAL2,EAL2,2007-8-1,NULL,NULL
1318,中国移动通信有限公司研究院,"中国移动移动代理服务器（ MAS02V100 ）",CNITSEC2007PRD002-EAL2,EAL2,2007-8-1,NULL,NULL
1319,中国移动通信有限公司研究院,"中国移动移动代理服务器（ MAS05V100 ）",CNITSEC2007PRD003-EAL2,EAL2,2007-8-1,NULL,NULL
1320,中国移动通信有限公司研究院,"中国移动移动代理服务器（ MAS07V100 ）",CNITSEC2007PRD004-EAL2,EAL2,2007-8-1,NULL,NULL
1321,北京天融信科技有限公司,"网络卫士防火墙 NGFW4000 （ V2.0 ）",CNITSEC2007PRD015-EAL3,EAL3,2007-7-17,NULL,NULL
1322,北京启明星辰信息安全技术有限公司,"天阗入侵检测与管理系统（ V6.0 ）",CNITSEC2006PRD016-EAL3,EAL3,2007-8-29,NULL,NULL
1323,武汉市凡高软件有限责任公司,"密无忧 V7.0- 密码保护自动登录软件",CNITSEC2007TYP543,NULL,2007-5-10,NULL,NULL
1324,深圳市敏利电子科技有限公司,""SafeDisk 文堡 V1.0" 安全 U 盘",CNITSEC2007TYP544,NULL,2007-5-10,NULL,NULL
1325,成都三零盛安信息系统有限公司,"鹰眼网络安全审计系统（ NSAS100/V2.2 ）",CNITSEC2007TYP545,NULL,2007-5-10,NULL,NULL
1326,成都卫士通信息产业股份有限公司,"金融税控收款机（ E1430/1.0.0 ）",CNITSEC2007TYP546,NULL,2007-5-17,NULL,NULL
1327,"中国人民解放军 61428 部队","DIE-200 硬磁盘信息消除器",CNITSEC2007TYP547,NULL,2007-5-18,NULL,NULL
1328,上海宝信软件股份有限公司,"宝信网络巡警（ eCop3000 ） V3.0",CNITSEC2007TYP548,NULL,2007-5-18,NULL,NULL
1329,杭州华三通信技术有限公司,"EDA 访问控制产品（ V2.10-R0119 ）",CNITSEC2007TYP549,NULL,2007-5-18,NULL,NULL
1330,北京国保金泰信息安全技术有限公司,"国保金泰安全隔离与信息交换器 (V1.0)",CNITSEC2007TYP550,NULL,2007-5-21,NULL,NULL
1331,西安市信息技术应用研究所,"神盾主机监控与审计系统 SD-1 V1.0",CNITSEC2007TYP551,NULL,2007-5-25,NULL,NULL
1332,上海金骏科技发展有限公司,"JetCAS 4.0",CNITSEC2007TYP552,NULL,2007-6-11,NULL,NULL
1333,华为技术有限公司,"SIMS 日志审计系统 V200R001",CNITSEC2007TYP553,NULL,2007-6-11,NULL,NULL
1334,杭州华三通信技术有限公司,"H3C SecCenter A1000 （ V2.5 ）安全管理中心",CNITSEC2007TYP554,NULL,2007-6-11,NULL,NULL
1335,上海方正信息安全技术有限公司,"方正入侵检测系统 V4.0",CNITSEC2007TYP555,NULL,2007-6-11,NULL,NULL
1336,西安安智科技有限公司,"AngellPRO 防火墙（ V2.0 ）",CNITSEC2007TYP556,NULL,2007-6-15,NULL,NULL
1337,北京启明星辰信息技术有限公司,"天玥网络安全审计系统（ V6.0 ）",CNITSEC2007TYP557,NULL,2007-6-15,NULL,NULL
1338,北京启明星辰信息技术有限公司,"天镜脆弱性扫描与管理系统（ V6.0 ）",CNITSEC2007TYP558,NULL,2007-6-15,NULL,NULL
1339,北京中电华大电子设计有限责任公司,"CIU5164 智能卡芯片",CNITSEC2007PRD020-EAL4+,EAL4+,2007-5-18,NULL,NULL
1340,港芯科技有限公司,"非接触式智能卡芯片 uT82RF1604",CNITSEC2007PRD021-EAL4+,EAL4+,2007-6-11,NULL,NULL
1341,杭州合众信息工程有限公司,"合众内外网安全数据交换系统（ V1.0 ）",CNITSEC2007TYP530,NULL,2007-3-14,NULL,NULL
1342,杭州思迪福信息技术有限公司,"Logbase 日志管理综合审计系统（ SLAS ） V1.0",CNITSEC2007TYP531,NULL,2007-3-14,NULL,NULL
1343,华为技术有限公司,"网络智能入侵检测系统 NIP 1000 （ V1.0.0.2 ）",CNITSEC2007TYP532,NULL,2007-3-22,NULL,NULL
1344,华为技术有限公司,"网络智能入侵检测系统 NIP 100 （ V1.0.0.2 ）",CNITSEC2007TYP533,NULL,2007-3-22,NULL,NULL
1345,华为技术有限公司,"网络智能入侵检测系统 NIP 200 （ V1.0.0.2 ）",CNITSEC2007TYP534,NULL,2007-3-22,NULL,NULL
1346,NULL,"内网 110 －一体化安全防护系统 V2.0",NULL,NULL,NULL,NULL,NULL
1347,慧峰信源科技（北京）有限公司,"网刃数字产品版权保护及认证平台 V3.0",CNITSEC2007TYP520,NULL,2007-2-1,NULL,NULL
1348,北京金山软件有限公司,"金山防火墙 V4.0",CNITSEC2007TYP521,NULL,2007-2-1,NULL,NULL
1349,北京天融信科技有限公司,"网络卫士安全管理系统（ TSM-TopAnalzer ） v2.0",CNITSEC2007TYP522,NULL,2007-2-1,NULL,NULL
1350,北京安维华科技有限公司,"安维华内容安全网关 Anchiva2000X",CNITSEC2007TYP523,NULL,2007-2-1,NULL,NULL
1351,北京和源沐泽科技发展有限公司,"Uguard 内网安全管理系统（ V1.0 ）",CNITSEC2007TYP524,NULL,2007-2-1,NULL,NULL
1352,湖南天银信息产业有限公司,"天一银河 HM-FW 千兆防火墙（ V3.0 ）",CNITSEC2007TYP525,NULL,2007-2-1,NULL,NULL
1353,曙光信息产业（北京）有限公司,"曙光天罗防火墙（千兆 V3.0/TLFW ）",CNITSEC2007TYP526,NULL,2007-2-1,NULL,NULL
1354,杭州恒生信息技术有限公司,"HZHSGS SSL 安全通信代理系统（ V1.0 ）",CNITSEC2007TYP527,NULL,2007-2-1,NULL,NULL
1355,杭州恒生信息技术有限公司,"HZHSGS “证券新干线”网上交易系统（ V3.0 ）",CNITSEC2007TYP528,NULL,2007-2-1,NULL,NULL
1356,上海金诺网络安全技术发展股份有限公司,"金诺网安入侵检测系统（ V8.2 ）",CNITSEC2007TYP529,NULL,2007-2-1,NULL,NULL
1357,亿阳安全技术有限公司,"亿阳网警 BOCO.SFW-3000( 百兆 /V2.2)",CNITSEC2006TYP502,NULL,2006-11-14,NULL,NULL
1358,亿阳安全技术有限公司,"亿阳网警 BOCO.SFW-3000( 千兆 /V2.2)",CNITSEC2006TYP503,NULL,2006-11-15,NULL,NULL
1359,亿阳安全技术有限公司,"亿阳网警终端安全管理系统 BOCO.TSMS(V2.0)",CNITSEC2006TYP504,NULL,2006-11-16,NULL,NULL
1360,杭州华为三康技术有限公司,"TippingPoint 入侵抵御系统 ( 千兆 /TOS2)",CNITSEC2006TYP505,NULL,2006-11-17,NULL,NULL
1361,上海方正信息安全技术有限公司,"方正熊猫安全网关 (V2.0)",CNITSEC2006TYP506,NULL,2006-11-17,NULL,NULL
1362,北京安氏领信科技发展有限公司,"安氏领信入侵防御系统 ( 百兆 /V7)",CNITSEC2006TYP507,NULL,2006-11-20,NULL,NULL
1363,北京安氏领信科技发展有限公司,"安氏领信入侵防御系统 ( 千兆 /V7)",CNITSEC2006TYP508,NULL,2006-11-20,NULL,NULL
1364,北京理工先河科技发展有限公司,"剑鱼网络安全监控审计系统 (V2.0)",CNITSEC2006TYP509,NULL,2006-11-20,NULL,NULL
1365,南京富岛信息工程有限公司,"信关数据终端 ( 安全传输 )(V2.1/HD007)",CNITSEC2006TYP510,NULL,2006-11-21,NULL,NULL
1366,沈阳东软软件股份有限公司,"NetEye 防火墙 ( 百兆 /V3.2)",CNITSEC2006TYP511,NULL,2006-11-26,NULL,NULL
1367,联想网御科技（北京）有限公司,"联想网御 SIS-3000 安全隔离网闸（ V1.0 ）",CNITSEC2006TYP512,NULL,2006-11-26,NULL,NULL
1368,华为技术有限公司,"Numen 终端安全管理系统 (V100R002)",CNITSEC2006TYP513,NULL,2006-12-19,NULL,NULL
1369,北京唯美星计算机安全保护技术有限公司,"唯美星 TTDS® 安全指纹 U 盘 U2.0",CNITSEC2006TYP514,NULL,2006-12-22,NULL,NULL
1370,北京电子技术应用研究所,"安全指纹 U 盘（增强型）",CNITSEC2006TYP515,NULL,2006-12-22,NULL,NULL
1371,西安交大捷普网络科技有限公司,"捷普百兆防火墙系统（ V3.0 ）",CNITSEC2006TYP516,NULL,2006-12-26,NULL,NULL
1372,西安交大捷普网络科技有限公司,"捷普入侵检测系统（ V1.0 ）",CNITSEC2006TYP517,NULL,2006-12-26,NULL,NULL
1373,中网通讯网络有限公司,"中网物理隔离网闸（ X-gap ） v1.0",CNITSEC2006TYP518,NULL,2006-12-26,NULL,NULL
1374,北京天元龙马科技有限公司,"天元龙马入侵检测系统（ V2.0 ）",CNITSEC2006TYP519,NULL,2006-12-26,NULL,NULL
1375,杭州恒生信息技术有限公司,"HZHSGS 证书认证中心系统 V1.0",CNITSEC2005TYP369,NULL,2005-6-5,NULL,NULL
1376,"北京启明星辰信息技术有限公司 北京港湾兴业网络科技有限公司","天清汉马 AIO-Hammer 百兆防火墙（ V2.6 ）",CNITSEC2005TYP370,NULL,2005-6-6,NULL,NULL
1377,"北京启明星辰信息技术有限公司 北京港湾兴业网络科技有限公司","天清汉马 AIO-Hammer 千兆防火墙（ V2.6 ）",CNITSEC2005TYP371,NULL,2005-6-7,NULL,NULL
1378,北京兆维电子（集团）有限责任公司,"兆维 X-key 数据安全系统 V3.0",CNITSEC2005TYP372,NULL,2005-6-8,NULL,NULL
1379,北京鑫奥博科技发展有限公司,"神目内网安全监控系统（ V2.0 ）",CNITSEC2005TYP373,NULL,2005-6-9,NULL,NULL
1380,江苏南大苏富特软件股份有限公司,"苏富特百兆网络入侵检测系统 SoftNIDS(V2.0)",CNITSEC2005TYP374,NULL,2005-6-10,NULL,NULL
1381,北京金邦安讯网络技术有限公司,"SG800A 智能网络管理系统（ V2.0 ）",CNITSEC2005TYP375,NULL,2005-6-11,NULL,NULL
1382,安氏互联网安全系统（中国）有限公司,"领信千兆防火墙（ V4.0 ）",CNITSEC2005TYP376,NULL,2005-6-12,NULL,NULL
1383,银联金融认证中心有限公司,"中国金融认证中心系统 V1.0",CNITSEC2002SYS003,NULL,2005-6-13,NULL,NULL
1384,上海复旦光华信息科技股份有限公司,"光华 S-Audi 综合计系统 (V3.0)",CNITSEC2005TYP377,NULL,2005-6-14,NULL,NULL
1385,沈阳东软软件股份有限公司,"NetEye 百兆入侵检测系统（ V2.2)",CNITSEC2005PRD007,NULL,2005-6-15,NULL,NULL
1386,湖南天银信息产业有限公司,"天一猎鹰 HM-IDS 百兆入侵检测系统 V2.1",CNITSEC2005TYP378,NULL,2005-6-16,NULL,NULL
1387,湖南天银信息产业有限公司,"天一猎鹰 HM-FW 百兆防火墙系统 V1.3",CNITSEC2005TYP379,NULL,2005-9-5,NULL,NULL
1388,北京中软华泰信息技术有限责任公司,"中软 HuaTech-2000 型防火墙（百兆 /V3.0 ）",CNITSEC2005TYP380,NULL,2005-9-6,NULL,NULL
1389,上海复旦光华信息科技股份有限公司,"光华 DB-Audit 数据库安全审计系统 V1.0",CNITSEC2005TYP381,NULL,2005-9-7,NULL,NULL
1390,安氏互联网安全系统（中国）有限公司,"领信入侵检测系统（ V7.0 ）",CNITSEC2005TYP382,NULL,2005-9-8,NULL,NULL
1391,中联绿盟信息技术（北京）有限公司,"冰之眼网络入侵检测系统 ( 百兆 /V3.0)",CNITSEC2005TYP383,NULL,2005-9-9,NULL,NULL
1392,中联绿盟信息技术（北京）有限公司,"极光远程安全评估系统 V3.0",CNITSEC2005TYP384,NULL,2005-9-10,NULL,NULL
1393,西安交大捷普网络科技有限公司,"捷普百兆入侵检测系统 V2.6",CNITSEC2005TYP385,NULL,2005-9-11,NULL,NULL
1394,江苏金陵科技集团公司,"专用网络隔离系统（ V1.5.0 ）",CNITSEC2005TYP386,NULL,2005-9-12,NULL,NULL
1395,江苏金陵科技集团公司,"边界防护系统（ V1.5.0 ）",CNITSEC2005TYP387,NULL,2005-9-13,NULL,NULL
1396,江苏金陵科技集团公司,"终端监管系统（ V1.5.0 ）",CNITSEC2005TYP388,NULL,2005-9-5,NULL,NULL
1397,西安交大捷普网络科技有限公司,"JUMP 网络安全综合审计监管系统（ V1.0 ）",CNITSEC2005TYP389,NULL,2005-9-5,NULL,NULL
1398,北京海达教育投资有限公司,"海达安全隔离与信息交换系统（ V6.5/BCUGap7710 ）",CNITSEC2005TYP390,NULL,2005-9-5,NULL,NULL
1399,天津市国瑞数码安全系统有限公司,"资源访问控制应用安全平台（ DigitalTrust ） V1.0",CNITSEC2005TYP391,NULL,2005-9-5,NULL,NULL
1400,南京金思科技有限公司,"金思边界防护系统 BPS （ V 1.6.0 ）",CNITSEC2005TYP392,NULL,2005-9-9,NULL,NULL
1401,南京金思科技有限公司,"金思终端监管系统 TMS （ V 1.6.0 ）",CNITSEC2005TYP393,NULL,2005-9-9,NULL,NULL
1402,南京金思科技有限公司,"金思专用网络隔离系统 SNIS （ V 1.6.0 ）",CNITSEC2005TYP394,NULL,2005-9-9,NULL,NULL
1403,南京金思科技有限公司,"金思主机防护系统 HPS （ V 1.6.0 ）",CNITSEC2005TYP395,NULL,2005-9-9,NULL,NULL
1404,上海方正信息安全技术有限公司,"方正百兆防火墙 V3.0",CNITSEC2005TYP396,NULL,2005-9-28,NULL,NULL
1405,北京杰马创新科技有限责任公司,"杰马主机监控与审计系统（ V5.0 ）",CNITSEC2005TYP397,NULL,2005-9-28,NULL,NULL
1406,"阿姆瑞特 ( 亚洲 ) 网络有限公司","阿姆瑞特 F 系列百兆防火墙 (8.50.00/AS-F300)",CNITSEC2005TYP398,NULL,2005-9-28,NULL,NULL
1407,"阿姆瑞特 ( 亚洲 ) 网络有限公司","阿姆瑞特 F 系列千兆防火墙 (8.50.00/AS-F600)",CNITSEC2005TYP399,NULL,2005-9-28,NULL,NULL
1408,"福建榕基软件开发有限公司 北京金元龙脉信息科技有限公司","RJ-ITOP 网络隐患扫描系统（ V3.0 ）",CNITSEC2005TYP400,NULL,2005-9-28,NULL,NULL
1409,华为技术有限公司,"Quidway SecEngine D200 百兆入侵检测系统（ V100R001 ）",CNITSEC2005TYP401,NULL,2005-9-28,NULL,NULL
1410,华为技术有限公司,"华为防火墙 SecPath 10F （ VRP3.4 ）",CNITSEC2005TYP402,NULL,2005-9-29,NULL,NULL
1411,华为技术有限公司,"华为防火墙 SecPath 100F 百兆（ VRP3.4 ）",CNITSEC2005TYP403,NULL,2005-9-30,NULL,NULL
1412,华为技术有限公司,"华为防火墙 SecPath 1000F 千兆（ VRP3.4 ）",CNITSEC2005TYP404,NULL,2005-10-1,NULL,NULL
1413,华为技术有限公司,"华为防火墙 SecPath 1800F （ VRP3.3 ）",CNITSEC2005TYP405,NULL,2005-10-2,NULL,NULL
1414,北京启明星辰信息技术有限公司,"天清防拒绝服务攻击系统（ V1.0 ）",CNITSEC2005TYP406,NULL,2005-10-3,NULL,NULL
1415,北京国富安电子商务安全认证有限公司,"国富安信息安全报送系统 GFA iPass3000TM  （ V1.0 ）",CNITSEC2005TYP407,NULL,2005-10-4,NULL,NULL
1416,北京天融信科技有限公司,"TopGate 安全网关（ V3 ）",CNITSEC2005TYP408,NULL,2005-10-5,NULL,NULL
1417,北京天融信网络安全技术有限公司,"千兆线速防火墙系统 TopGate （ V3 ）",CNITSEC2005TYP409,NULL,2005-10-6,NULL,NULL
1418,中铁信安（北京）信息安全技术有限公司,"科博网警 CopNetG （ V2.0 ）",CNITSEC2005TYP410,NULL,2005-10-7,NULL,NULL
1419,四川南山之桥微电子有限公司,"XwallTMUTM ( 一体化安全网关 ) （ V1.0 ）",CNITSEC2005TYP411,NULL,2005-10-8,NULL,NULL
1420,北京爱迪安网络技术有限公司,"Safepro 网络入侵检测系统 (V3.0)",CNITSEC2005TYP412,NULL,2005-12-1,NULL,NULL
1421,神州数码（中国）有限公司,"神州数码 DCFW-1800 防火墙（百兆 /V4.1 ）",CNITSEC2005TYP413,NULL,2005-12-1,NULL,NULL
1422,湖南华翔腾数码科技有限公司,"文件存储加密系统 V1.0",CNITSEC2005TYP414,NULL,2005-12-2,NULL,NULL
1423,湖南华翔腾数码科技有限公司,"磁盘文件安全擦除系统 V1.0",CNITSEC2005TYP415,NULL,2005-12-3,NULL,NULL
1424,湖南华翔腾数码科技有限公司,"文件传输加密系统 V1.0",CNITSEC2005TYP416,NULL,2005-12-4,NULL,NULL
1425,湖南华翔腾数码科技有限公司,"CA 数字认证系统 V1.0",CNITSEC2005TYP417,NULL,2005-12-5,NULL,NULL
1426,湖南天时科技有限公司,"天时防洪墙 V2.0",CNITSEC2005TYP418,NULL,2005-12-6,NULL,NULL
1427,网御神州科技（北京）有限公司,"SecGate3600 防火墙（百兆 /V3.6.2.0 ）",CNITSEC2005TYP419,NULL,2005-12-5,NULL,NULL
1428,中联绿盟信息技术（北京）有限公司,"黑洞抗拒绝服务系统（ V4 ）",CNITSEC2005TYP420,NULL,2005-12-8,NULL,NULL
1429,北京神州绿盟科技有限公司,"绿盟抗拒绝服务系统 - 黑洞（ V4 ）",CNITSEC2005TYP421,NULL,2005-12-9,NULL,NULL
1430,北京瑞星科技股份有限公司,"瑞星企业级千兆防火墙 RFW-1000 （ V4.13 ）",CNITSEC2005TYP422,NULL,2005-12-10,NULL,NULL
1431,北京万里红科技有限公司,"涉密计算机监控与审计系统 (V1.0)",CNITSEC2005TYP423,NULL,2005-12-11,NULL,NULL
1432,深圳市利谱信息技术有限公司,"安全隔离与信息交换系统 ( 隔离网闸 )TIPTOP2.0",CNITSEC2005TYP424,NULL,2005-12-12,NULL,NULL
1433,江苏意源科技有限公司,"安全隔离与信息交换系统（ IB-NPS3000 V2.5 ）",CNITSEC2005TYP425,NULL,2005-12-13,NULL,NULL
1434,北京瑞星科技股份有限公司,"瑞星企业级百兆防火墙 RFW-100+(V4.13)",CNITSEC2005TYP426,NULL,2005-12-28,NULL,NULL
1435,北京瑞星科技股份有限公司,"瑞星入侵检测系统 RIDS （百兆 /V3.0 ）",CNITSEC2005TYP427,NULL,2005-12-28,NULL,NULL
1436,北京天行网安信息技术有限责任公司,"天行安全隔离网闸 Topwalk-GAP(V3.0)",CNITSEC2005TYP428,NULL,2005-12-28,NULL,NULL
